filepath,dominant,all_labels,dominant_clean,coarse_label
data/emotic_faces_128/['Disquietment']/sample_000072_p0.jpg,['Disquietment'],['Disquietment'];['Doubt/Confusion'];['Fatigue'];['Sensitivity'];['Suffering'],Disquietment,confused
data/emotic_faces_128/['Anticipation']/sample_000073_p0.jpg,['Anticipation'],['Anticipation'];['Doubt/Confusion'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_000074_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Esteem'];['Excitement'];['Pleasure'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_000075_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Doubt-Confusion']/sample_000076_p0.jpg,['Doubt/Confusion'],['Doubt/Confusion'];['Engagement'],Doubt/Confusion,confused
data/emotic_faces_128/['Anger']/sample_000078_p0.jpg,['Anger'],['Anger'];['Annoyance'];['Aversion'];['Engagement'],Anger,angry
data/emotic_faces_128/['Excitement']/sample_000083_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Anticipation']/sample_000084_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_000085_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Confidence']/sample_000086_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Disconnection']/sample_000087_p0.jpg,['Disconnection'],['Disconnection'];['Peace'],Disconnection,neutral
data/emotic_faces_128/['Confidence']/sample_000088_p0.jpg,['Confidence'],['Confidence'];['Esteem'];['Happiness'],Confidence,happy
data/emotic_faces_128/['Excitement']/sample_000091_p0.jpg,['Excitement'],['Excitement'],Excitement,happy
data/emotic_faces_128/['Happiness']/sample_000092_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Anticipation']/sample_000094_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_000095_p0.jpg,['Confidence'],['Confidence'],Confidence,happy
data/emotic_faces_128/['Anticipation']/sample_000096_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_000097_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000101_p0.jpg,['Engagement'],['Engagement'];['Fear'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_000102_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_000103_p0.jpg,['Engagement'],['Engagement'];['Peace'],Engagement,happy
data/emotic_faces_128/['Affection']/sample_000105_p0.jpg,['Affection'],['Affection'];['Happiness'];['Pleasure'],Affection,happy
data/emotic_faces_128/['Anticipation']/sample_000107_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_000110_p0.jpg,['Confidence'],['Confidence'],Confidence,happy
data/emotic_faces_128/['Yearning']/sample_000111_p0.jpg,['Yearning'],['Yearning'],Yearning,sad
data/emotic_faces_128/['Engagement']/sample_000112_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Pleasure']/sample_000113_p0.jpg,['Pleasure'],['Pleasure'],Pleasure,happy
data/emotic_faces_128/['Engagement']/sample_000114_p0.jpg,['Engagement'],['Engagement'];['Excitement'];['Happiness'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_000115_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_000116_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000117_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Disconnection']/sample_000118_p0.jpg,['Disconnection'],['Disconnection'];['Engagement'],Disconnection,neutral
data/emotic_faces_128/['Engagement']/sample_000119_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Affection']/sample_000121_p0.jpg,['Affection'],['Affection'];['Excitement'];['Happiness'];['Pleasure'],Affection,happy
data/emotic_faces_128/['Excitement']/sample_000123_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Excitement']/sample_000128_p0.jpg,['Excitement'],['Excitement'],Excitement,happy
data/emotic_faces_128/['Confidence']/sample_000129_p0.jpg,['Confidence'],['Confidence'];['Excitement'];['Happiness'],Confidence,happy
data/emotic_faces_128/['Anticipation']/sample_000133_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_000135_p0.jpg,['Engagement'],['Engagement'];['Excitement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000136_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anger']/sample_000139_p0.jpg,['Anger'],['Anger'],Anger,angry
data/emotic_faces_128/['Happiness']/sample_000141_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Anticipation']/sample_000142_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Happiness']/sample_000143_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Anticipation']/sample_000144_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Peace'];['Pleasure'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_000146_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Happiness']/sample_000147_p0.jpg,['Happiness'],['Happiness'];['Pleasure'],Happiness,happy
data/emotic_faces_128/['Engagement']/sample_000151_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000153_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Pleasure']/sample_000154_p0.jpg,['Pleasure'],['Pleasure'],Pleasure,happy
data/emotic_faces_128/['Confidence']/sample_000156_p0.jpg,['Confidence'],['Confidence'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_000158_p0.jpg,['Engagement'],['Engagement'];['Esteem'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000159_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Happiness']/sample_000161_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Disconnection']/sample_000162_p0.jpg,['Disconnection'],['Disconnection'],Disconnection,neutral
data/emotic_faces_128/['Confidence']/sample_000164_p0.jpg,['Confidence'],['Confidence'];['Engagement'],Confidence,happy
data/emotic_faces_128/['Happiness']/sample_000166_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Sadness']/sample_000167_p0.jpg,['Sadness'],['Sadness'],Sadness,sad
data/emotic_faces_128/['Anticipation']/sample_000169_p0.jpg,['Anticipation'],['Anticipation'];['Doubt/Confusion'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Disconnection']/sample_000171_p0.jpg,['Disconnection'],['Disconnection'];['Engagement'],Disconnection,neutral
data/emotic_faces_128/['Engagement']/sample_000173_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_000175_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Disconnection']/sample_000176_p0.jpg,['Disconnection'],['Disconnection'],Disconnection,neutral
data/emotic_faces_128/['Anticipation']/sample_000178_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Annoyance']/sample_000179_p0.jpg,['Annoyance'],['Annoyance'];['Aversion'];['Fatigue'];['Suffering'],Annoyance,angry
data/emotic_faces_128/['Engagement']/sample_000181_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_000182_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Esteem'],Anticipation,surprised
data/emotic_faces_128/['Happiness']/sample_000184_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Confidence']/sample_000186_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Suffering']/sample_000190_p0.jpg,['Suffering'],['Suffering'],Suffering,sad
data/emotic_faces_128/['Anticipation']/sample_000193_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Esteem'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_000194_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000195_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000196_p0.jpg,['Engagement'],['Engagement'];['Happiness'];['Pleasure'],Engagement,happy
data/emotic_faces_128/['Affection']/sample_000200_p0.jpg,['Affection'],['Affection'];['Excitement'];['Happiness'];['Pleasure'];['Sympathy'],Affection,happy
data/emotic_faces_128/['Engagement']/sample_000202_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Confidence']/sample_000204_p0.jpg,['Confidence'],['Confidence'];['Excitement'];['Happiness'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_000206_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000207_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000208_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Disapproval']/sample_000209_p0.jpg,['Disapproval'],['Disapproval'];['Sadness'],Disapproval,angry
data/emotic_faces_128/['Affection']/sample_000210_p0.jpg,['Affection'],['Affection'];['Happiness'];['Pleasure'],Affection,happy
data/emotic_faces_128/['Peace']/sample_000211_p0.jpg,['Peace'],['Peace'],Peace,happy
data/emotic_faces_128/['Anticipation']/sample_000212_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Happiness'],Anticipation,surprised
data/emotic_faces_128/['Annoyance']/sample_000213_p0.jpg,['Annoyance'],['Annoyance'],Annoyance,angry
data/emotic_faces_128/['Confidence']/sample_000218_p0.jpg,['Confidence'],['Confidence'];['Happiness'];['Peace'],Confidence,happy
data/emotic_faces_128/['Anticipation']/sample_000220_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_000221_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000224_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Affection']/sample_000226_p0.jpg,['Affection'],['Affection'];['Confidence'];['Engagement'];['Happiness'];['Pleasure'],Affection,happy
data/emotic_faces_128/['Anticipation']/sample_000227_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_000228_p0.jpg,['Engagement'],['Engagement'];['Excitement'],Engagement,happy
data/emotic_faces_128/['Affection']/sample_000229_p0.jpg,['Affection'],['Affection'];['Happiness'];['Pleasure'];['Sensitivity'];['Sympathy'],Affection,happy
data/emotic_faces_128/['Engagement']/sample_000230_p0.jpg,['Engagement'],['Engagement'];['Excitement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000234_p0.jpg,['Engagement'],['Engagement'];['Happiness'];['Pleasure'],Engagement,happy
data/emotic_faces_128/['Yearning']/sample_000235_p0.jpg,['Yearning'],['Yearning'],Yearning,sad
data/emotic_faces_128/['Happiness']/sample_000236_p0.jpg,['Happiness'],['Happiness'];['Surprise'],Happiness,happy
data/emotic_faces_128/['Excitement']/sample_000238_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Affection']/sample_000239_p0.jpg,['Affection'],['Affection'];['Anticipation'];['Engagement'];['Happiness'],Affection,happy
data/emotic_faces_128/['Disconnection']/sample_000240_p0.jpg,['Disconnection'],['Disconnection'],Disconnection,neutral
data/emotic_faces_128/['Anticipation']/sample_000242_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Engagement'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_000243_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Fatigue']/sample_000244_p0.jpg,['Fatigue'],['Fatigue'],Fatigue,sad
data/emotic_faces_128/['Affection']/sample_000246_p0.jpg,['Affection'],['Affection'];['Happiness'];['Pleasure'];['Sympathy'],Affection,happy
data/emotic_faces_128/['Engagement']/sample_000248_p0.jpg,['Engagement'],['Engagement'];['Peace'],Engagement,happy
data/emotic_faces_128/['Disconnection']/sample_000251_p0.jpg,['Disconnection'],['Disconnection'];['Disquietment'];['Doubt/Confusion'],Disconnection,neutral
data/emotic_faces_128/['Sympathy']/sample_000253_p0.jpg,['Sympathy'],['Sympathy'],Sympathy,happy
data/emotic_faces_128/['Engagement']/sample_000254_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000255_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Confidence']/sample_000257_p0.jpg,['Confidence'],['Confidence'];['Happiness'],Confidence,happy
data/emotic_faces_128/['Confidence']/sample_000259_p0.jpg,['Confidence'],['Confidence'];['Engagement'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_000261_p0.jpg,['Engagement'],['Engagement'];['Excitement'];['Happiness'],Engagement,happy
data/emotic_faces_128/['Fatigue']/sample_000263_p0.jpg,['Fatigue'],['Fatigue'];['Peace'],Fatigue,sad
data/emotic_faces_128/['Anticipation']/sample_000264_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_000265_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_000267_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_000268_p0.jpg,['Confidence'],['Confidence'];['Engagement'],Confidence,happy
data/emotic_faces_128/['Anticipation']/sample_000269_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Yearning']/sample_000270_p0.jpg,['Yearning'],['Yearning'],Yearning,sad
data/emotic_faces_128/['Engagement']/sample_000272_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Sensitivity']/sample_000274_p0.jpg,['Sensitivity'],['Sensitivity'],Sensitivity,sad
data/emotic_faces_128/['Anticipation']/sample_000275_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Anticipation']/sample_000276_p0.jpg,['Anticipation'],['Anticipation'];['Sensitivity'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_000278_p0.jpg,['Engagement'],['Engagement'];['Pain'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_000279_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Excitement'];['Happiness'];['Surprise'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_000280_p0.jpg,['Confidence'],['Confidence'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Esteem']/sample_000282_p0.jpg,['Esteem'],['Esteem'],Esteem,happy
data/emotic_faces_128/['Engagement']/sample_000284_p0.jpg,['Engagement'],['Engagement'];['Excitement'];['Happiness'],Engagement,happy
data/emotic_faces_128/['Happiness']/sample_000287_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Disquietment']/sample_000289_p0.jpg,['Disquietment'],['Disquietment'],Disquietment,confused
data/emotic_faces_128/['Excitement']/sample_000290_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Disquietment']/sample_000292_p0.jpg,['Disquietment'],['Disquietment'];['Engagement'],Disquietment,confused
data/emotic_faces_128/['Anticipation']/sample_000293_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Happiness']/sample_000296_p0.jpg,['Happiness'],['Happiness'];['Pleasure'],Happiness,happy
data/emotic_faces_128/['Engagement']/sample_000298_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_000299_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Pleasure'],Anticipation,surprised
data/emotic_faces_128/['Yearning']/sample_000300_p0.jpg,['Yearning'],['Yearning'],Yearning,sad
data/emotic_faces_128/['Engagement']/sample_000301_p0.jpg,['Engagement'],['Engagement'];['Excitement'];['Happiness'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000302_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Doubt-Confusion']/sample_000303_p0.jpg,['Doubt/Confusion'],['Doubt/Confusion'];['Engagement'],Doubt/Confusion,confused
data/emotic_faces_128/['Surprise']/sample_000306_p0.jpg,['Surprise'],['Surprise'],Surprise,surprised
data/emotic_faces_128/['Confidence']/sample_000307_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Peace'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_000308_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Confidence']/sample_000309_p0.jpg,['Confidence'],['Confidence'];['Fatigue'];['Peace'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_000310_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Disconnection']/sample_000311_p0.jpg,['Disconnection'],['Disconnection'];['Happiness'],Disconnection,neutral
data/emotic_faces_128/['Anticipation']/sample_000313_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Anticipation']/sample_000314_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Affection']/sample_000315_p0.jpg,['Affection'],['Affection'];['Fatigue'],Affection,happy
data/emotic_faces_128/['Anger']/sample_000317_p0.jpg,['Anger'],['Anger'];['Annoyance'];['Disapproval'],Anger,angry
data/emotic_faces_128/['Excitement']/sample_000319_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Excitement']/sample_000320_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Embarrassment']/sample_000321_p0.jpg,['Embarrassment'],['Embarrassment'];['Engagement'];['Suffering'],Embarrassment,sad
data/emotic_faces_128/['Anticipation']/sample_000326_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Anticipation']/sample_000329_p0.jpg,['Anticipation'],['Anticipation'];['Fatigue'];['Happiness'],Anticipation,surprised
data/emotic_faces_128/['Peace']/sample_000330_p0.jpg,['Peace'],['Peace'],Peace,happy
data/emotic_faces_128/['Engagement']/sample_000331_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_000332_p0.jpg,['Engagement'],['Engagement'];['Excitement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_000333_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_000334_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Happiness'],Confidence,happy
data/emotic_faces_128/['Doubt-Confusion']/sample_000337_p0.jpg,['Doubt/Confusion'],['Doubt/Confusion'],Doubt/Confusion,confused
data/emotic_faces_128/['Engagement']/sample_000338_p0.jpg,['Engagement'],['Engagement'];['Excitement'],Engagement,happy
data/emotic_faces_128/['Fear']/sample_000340_p0.jpg,['Fear'],['Fear'];['Sadness'];['Suffering'],Fear,confused
data/emotic_faces_128/['Engagement']/sample_000342_p0.jpg,['Engagement'],['Engagement'];['Excitement'];['Happiness'],Engagement,happy
data/emotic_faces_128/['Confidence']/sample_000343_p0.jpg,['Confidence'],['Confidence'];['Excitement'];['Happiness'],Confidence,happy
data/emotic_faces_128/['Annoyance']/sample_000344_p0.jpg,['Annoyance'],['Annoyance'];['Engagement'],Annoyance,angry
data/emotic_faces_128/['Disconnection']/sample_000345_p0.jpg,['Disconnection'],['Disconnection'],Disconnection,neutral
